id,screen_name,friends_count,followers_count,created_at,retweet_count,location,source,text,statuses_count,verified,url
1291316918033485824,33stan33,19928,18399,2011-02-18 01:53:25,1385,,Twitter for iPhone,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/33stan33/status/1291316918033485824
1291316708557430785,ellimayradrep,17734,17683,2009-09-18 21:35:18,1385,,Twitter for Android,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/ellimayradrep/status/1291316708557430785
1291316274266542080,Sherrkay,777,215,2013-03-18 03:38:20,25,,Twitter Web App,RT @AmericanMD: New Dr Breggin blog: Around the world untold thousands of doctors and entire nations have been using hydroxychloroquine suc…,,False,https://twitter.com/Sherrkay/status/1291316274266542080
1291316259716583425,jtejes,852,394,2008-07-28 20:22:42,443,,Twitter for Android,RT @richardursomd: I have a lot of older patients. They are living in complete fear of this virus. The message they hear is “COVID IS HUNTI…,,False,https://twitter.com/jtejes/status/1291316259716583425
1291316243438264321,MOS58111,5006,4637,2018-11-29 23:07:37,1385,,Twitter for Android,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/MOS58111/status/1291316243438264321
1291316117961617416,domien_in_GTA,614,407,2019-01-11 11:48:47,1385,,Twitter for iPad,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/domien_in_GTA/status/1291316117961617416
1291315975699271680,Jeh57John,16787,17036,2016-11-24 15:17:39,1385,,Twitter for iPad,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/Jeh57John/status/1291315975699271680
1291315750083473414,CoachHardin1,803,492,2013-11-27 04:23:39,1385,,Twitter for iPhone,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/CoachHardin1/status/1291315750083473414
1291315616431968256,kleinverzet,1265,1161,2009-10-20 21:24:17,1385,,Twitter for iPad,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/kleinverzet/status/1291315616431968256
1291315354535436288,emilia_suze,44047,52605,2017-04-06 23:39:57,1385,,Twitter for Android,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/emilia_suze/status/1291315354535436288
1291315224633581569,kerrypeters46,219,115,2015-02-12 18:50:45,1385,,Twitter for iPhone,"RT @dockaurG: Watch this. 

Then watch it again.

Let what @drsimonegold is courageously saying sink in. Dr. Gold is bravely fighting for y…",,False,https://twitter.com/kerrypeters46/status/1291315224633581569
1291314822559215617,RickspeedRs,496,378,2013-10-19 17:55:41,2,,Twitter for Android,RT @quodliberavem: Anti-TrumpLefties #JeremyVine and #DrSarahJarvis falsely claimed safe drug was dangerous to discredit Trump. #hcqworks #…,,False,https://twitter.com/RickspeedRs/status/1291314822559215617
1291314736252977153,angelah91110300,1668,734,2012-12-15 19:21:17,6,,Twitter for Android,"RT @PoliticsPleb: What a surprise, @stella_immanuel and the other American doctors who put their livelihoods on the line were more than lik…",,False,https://twitter.com/angelah91110300/status/1291314736252977153
1291314583899181057,fredeyragues,56,24,2020-04-21 22:55:12,5,,Twitter for iPhone,RT @PaulvLiere: @_JulietJohnson @GlendaMcRose #HCQWorks https://t.co/ZGYUsqJyEF,,False,https://twitter.com/fredeyragues/status/1291314583899181057
1291313944964014081,Lucy12Amelia,187,72,2020-02-17 23:21:36,83,,Twitter Web App,"RT @paulmuaddib61: @realDonaldTrump @GenFlynn 👉#QPlusNews👈 
#HCQWorks for T2 Diabetes

""A favorable effect of HCQ on glucose &amp; lipid metabo…",,False,https://twitter.com/Lucy12Amelia/status/1291313944964014081
1291313798691934210,HD283271,31761,32046,2012-09-13 19:17:42,443,,Twitter Web App,RT @richardursomd: I have a lot of older patients. They are living in complete fear of this virus. The message they hear is “COVID IS HUNTI…,,False,https://twitter.com/HD283271/status/1291313798691934210
1291313535474180096,LamontC76925238,249,64,2019-12-08 14:57:56,11,,Twitter Web App,"RT @tan123: ""There have been 51 studies that show HCQ is effective in treating the coronavirus"" #HCQWorks https://t.co/BVjz2wAuxy https://t…",,False,https://twitter.com/LamontC76925238/status/1291313535474180096
1291313143822585856,KarmaWilWinnn,347,225,2018-02-28 13:06:19,4,,Twitter for Android,"RT @IkNet: Steeds meer erkenning voor HCQ-AZ en de beslissing voor het gebruik terug bij arts en patiënt.
#HCQWORKS  @hugodejonge @MinPres",,False,https://twitter.com/KarmaWilWinnn/status/1291313143822585856
1291312814536167424,An0N_Acc0unt,298,109,2016-12-05 13:38:58,6,,Twitter Web App,"RT @PoliticsPleb: What a surprise, @stella_immanuel and the other American doctors who put their livelihoods on the line were more than lik…",,False,https://twitter.com/An0N_Acc0unt/status/1291312814536167424
